CqF03, B, 0, -inf, -inf, inf
4YVsA, O, 4, 6, 6, 8
Vl2tc, G, 3, 6, 6, 8
2L3t2, O, 2, 6, 6, 8
Vl2tc, O, 3, inf, 6, 8
4UJ6B, B, 4, -inf, 6, 8
4YVsA, G, 5, 30, 6, 8
4UJ6B, B, 4, 30, 6, 8
Vl2tc, O, 3, 30, 6, 8
4UJ6B, R, 4, -inf, 6, 8
4YVsA, G, 5, 10, 6, 8
4UJ6B, R, 4, 10, 6, 8
Vl2tc, O, 3, 10, 6, 8
4UJ6B, Y, 4, -inf, 6, 8
4YVsA, G, 5, 30, 6, 8
4UJ6B, Y, 4, 30, 6, 8
Vl2tc, O, 3, 10, 6, 8
4YVsA, G, 4, -inf, 6, 8
4UJ6B, B, 5, -21, 6, 8
4YVsA, G, 4, -21, 6, 8
4UJ6B, R, 5, -32, 6, 8
4YVsA, G, 4, -21, 6, 8
4UJ6B, Y, 5, -23, 6, 8
4YVsA, G, 4, -21, 6, 8
4p8dS, B, 5, -21, 6, 8
4YVsA, G, 4, -21, 6, 8
4p8dS, G, 5, -1, 6, 8
4YVsA, G, 4, -1, 6, 8
4p8dS, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
4p8dS, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
66q9x, B, 5, -21, 6, 8
4YVsA, G, 4, -1, 6, 8
66q9x, O, 5, -10, 6, 8
4YVsA, G, 4, -1, 6, 8
66q9x, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
66q9x, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
EfAlJ, B, 5, -21, 6, 8
4YVsA, G, 4, -1, 6, 8
EfAlJ, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
EfAlJ, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
HEPJv, B, 5, -21, 6, 8
4YVsA, G, 4, -1, 6, 8
HEPJv, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
HEPJv, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
HsqqQ, B, 5, -21, 6, 8
4YVsA, G, 4, -1, 6, 8
HsqqQ, G, 5, -1, 6, 8
4YVsA, G, 4, -1, 6, 8
HsqqQ, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
HsqqQ, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
SQWho, G, 5, -1, 6, 8
4YVsA, G, 4, -1, 6, 8
SQWho, O, 5, -10, 6, 8
4YVsA, G, 4, -1, 6, 8
SQWho, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
ZqkG6, G, 5, -1, 6, 8
4YVsA, G, 4, -1, 6, 8
ZqkG6, O, 5, -10, 6, 8
4YVsA, G, 4, -1, 6, 8
ZqkG6, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
ZqkG6, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
eF3Ka, B, 5, -21, 6, 8
4YVsA, G, 4, -1, 6, 8
eF3Ka, O, 5, -10, 6, 8
4YVsA, G, 4, -1, 6, 8
eF3Ka, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
eF3Ka, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
mLfXv, B, 5, -21, 6, 8
4YVsA, G, 4, -1, 6, 8
mLfXv, G, 5, -1, 6, 8
4YVsA, G, 4, -1, 6, 8
mLfXv, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
mLfXv, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
opBSg, B, 5, -21, 6, 8
4YVsA, G, 4, -1, 6, 8
opBSg, O, 5, -10, 6, 8
4YVsA, G, 4, -1, 6, 8
opBSg, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
opBSg, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
rhdE5, B, 5, -21, 6, 8
4YVsA, G, 4, -1, 6, 8
rhdE5, O, 5, -10, 6, 8
4YVsA, G, 4, -1, 6, 8
rhdE5, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
rhdE5, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
Vl2tc, O, 3, -1, 6, 8
2L3t2, O, 2, 6, 6, 8
Vl2tc, Y, 3, inf, 6, 8
4UJ6B, B, 4, -inf, 6, 8
4YVsA, G, 5, 17, 6, 8
4UJ6B, B, 4, 17, 6, 8
Vl2tc, Y, 3, 17, 6, 8
4UJ6B, R, 4, -inf, 6, 8
4YVsA, G, 5, -3, 6, 8
4UJ6B, R, 4, -3, 6, 8
4YVsA, O, 5, -12, 6, 8
4UJ6B, R, 4, -3, 6, 8
4YVsA, R, 5, -34, 6, 8
4UJ6B, R, 4, -3, 6, 8
4YVsA, Y, 5, -25, 6, 8
4UJ6B, R, 4, -3, 6, 8
4p8dS, B, 5, -23, 6, 8
4UJ6B, R, 4, -3, 6, 8
4p8dS, G, 5, -3, 6, 8
4UJ6B, R, 4, -3, 6, 8
4p8dS, O, 5, -12, 6, 8
4UJ6B, R, 4, -3, 6, 8
66q9x, B, 5, -23, 6, 8
4UJ6B, R, 4, -3, 6, 8
66q9x, O, 5, -12, 6, 8
4UJ6B, R, 4, -3, 6, 8
66q9x, Y, 5, -25, 6, 8
4UJ6B, R, 4, -3, 6, 8
EfAlJ, B, 5, -23, 6, 8
4UJ6B, R, 4, -3, 6, 8
EfAlJ, G, 5, -3, 6, 8
4UJ6B, R, 4, -3, 6, 8
EfAlJ, R, 5, -34, 6, 8
4UJ6B, R, 4, -3, 6, 8
HEPJv, B, 5, -23, 6, 8
4UJ6B, R, 4, -3, 6, 8
HEPJv, O, 5, -12, 6, 8
4UJ6B, R, 4, -3, 6, 8
HsqqQ, B, 5, -23, 6, 8
4UJ6B, R, 4, -3, 6, 8
HsqqQ, G, 5, -3, 6, 8
4UJ6B, R, 4, -3, 6, 8
HsqqQ, R, 5, -34, 6, 8
4UJ6B, R, 4, -3, 6, 8
HsqqQ, Y, 5, -25, 6, 8
4UJ6B, R, 4, -3, 6, 8
SQWho, G, 5, -3, 6, 8
4UJ6B, R, 4, -3, 6, 8
SQWho, O, 5, -12, 6, 8
4UJ6B, R, 4, -3, 6, 8
SQWho, Y, 5, -25, 6, 8
4UJ6B, R, 4, -3, 6, 8
ZqkG6, G, 5, -3, 6, 8
4UJ6B, R, 4, -3, 6, 8
ZqkG6, O, 5, -12, 6, 8
4UJ6B, R, 4, -3, 6, 8
ZqkG6, R, 5, -34, 6, 8
4UJ6B, R, 4, -3, 6, 8
ZqkG6, Y, 5, -25, 6, 8
4UJ6B, R, 4, -3, 6, 8
mLfXv, B, 5, -23, 6, 8
4UJ6B, R, 4, -3, 6, 8
mLfXv, G, 5, -3, 6, 8
4UJ6B, R, 4, -3, 6, 8
mLfXv, O, 5, -12, 6, 8
4UJ6B, R, 4, -3, 6, 8
opBSg, B, 5, -23, 6, 8
4UJ6B, R, 4, -3, 6, 8
opBSg, O, 5, -12, 6, 8
4UJ6B, R, 4, -3, 6, 8
opBSg, R, 5, -34, 6, 8
4UJ6B, R, 4, -3, 6, 8
opBSg, Y, 5, -25, 6, 8
4UJ6B, R, 4, -3, 6, 8
rhdE5, B, 5, -23, 6, 8
4UJ6B, R, 4, -3, 6, 8
rhdE5, O, 5, -12, 6, 8
4UJ6B, R, 4, -3, 6, 8
rhdE5, R, 5, -34, 6, 8
4UJ6B, R, 4, -3, 6, 8
rhdE5, Y, 5, -25, 6, 8
4UJ6B, R, 4, -3, 6, 8
Vl2tc, Y, 3, -3, 6, 8
2L3t2, O, 2, 6, 6, 8
ZqkG6, G, 3, inf, 6, 8
4UJ6B, B, 4, -inf, 6, 8
4YVsA, G, 5, 39, 6, 8
4UJ6B, B, 4, 39, 6, 8
ZqkG6, G, 3, 39, 6, 8
4UJ6B, R, 4, -inf, 6, 8
4YVsA, G, 5, 19, 6, 8
4UJ6B, R, 4, 19, 6, 8
ZqkG6, G, 3, 19, 6, 8
4UJ6B, Y, 4, -inf, 6, 8
4YVsA, G, 5, 39, 6, 8
4UJ6B, Y, 4, 39, 6, 8
ZqkG6, G, 3, 19, 6, 8
4YVsA, G, 4, -inf, 6, 8
4UJ6B, B, 5, -12, 6, 8
4YVsA, G, 4, -12, 6, 8
4UJ6B, R, 5, -23, 6, 8
4YVsA, G, 4, -12, 6, 8
4UJ6B, Y, 5, -14, 6, 8
4YVsA, G, 4, -12, 6, 8
4p8dS, B, 5, -12, 6, 8
4YVsA, G, 4, -12, 6, 8
4p8dS, O, 5, -1, 6, 8
4YVsA, G, 4, -1, 6, 8
4p8dS, R, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
4p8dS, Y, 5, -14, 6, 8
4YVsA, G, 4, -1, 6, 8
66q9x, B, 5, -12, 6, 8
4YVsA, G, 4, -1, 6, 8
66q9x, O, 5, -1, 6, 8
4YVsA, G, 4, -1, 6, 8
66q9x, R, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
66q9x, Y, 5, -14, 6, 8
4YVsA, G, 4, -1, 6, 8
EfAlJ, B, 5, -12, 6, 8
4YVsA, G, 4, -1, 6, 8
EfAlJ, R, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
EfAlJ, Y, 5, -14, 6, 8
4YVsA, G, 4, -1, 6, 8
HEPJv, B, 5, -12, 6, 8
4YVsA, G, 4, -1, 6, 8
HEPJv, O, 5, -1, 6, 8
4YVsA, G, 4, -1, 6, 8
HEPJv, R, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
HEPJv, Y, 5, -14, 6, 8
4YVsA, G, 4, -1, 6, 8
HsqqQ, B, 5, -12, 6, 8
4YVsA, G, 4, -1, 6, 8
HsqqQ, G, 5, 8, 6, 8
4YVsA, G, 4, 8, 6, 8
ZqkG6, G, 3, 8, 6, 8
4YVsA, O, 4, -inf, 6, 8
4UJ6B, B, 5, -14, 6, 8
4YVsA, O, 4, -14, 6, 8
4UJ6B, R, 5, -25, 6, 8
4YVsA, O, 4, -14, 6, 8
4UJ6B, Y, 5, -16, 6, 8
4YVsA, O, 4, -14, 6, 8
4p8dS, B, 5, -14, 6, 8
4YVsA, O, 4, -14, 6, 8
4p8dS, O, 5, -3, 6, 8
4YVsA, O, 4, -3, 6, 8
4p8dS, R, 5, -25, 6, 8
4YVsA, O, 4, -3, 6, 8
4p8dS, Y, 5, -16, 6, 8
4YVsA, O, 4, -3, 6, 8
66q9x, B, 5, -14, 6, 8
4YVsA, O, 4, -3, 6, 8
66q9x, O, 5, -3, 6, 8
4YVsA, O, 4, -3, 6, 8
66q9x, R, 5, -25, 6, 8
4YVsA, O, 4, -3, 6, 8
66q9x, Y, 5, -16, 6, 8
4YVsA, O, 4, -3, 6, 8
EfAlJ, B, 5, -14, 6, 8
4YVsA, O, 4, -3, 6, 8
EfAlJ, G, 5, 6, 6, 8
4YVsA, O, 4, 6, 6, 8
EfAlJ, R, 5, -25, 6, 8
4YVsA, O, 4, 6, 6, 8
EfAlJ, Y, 5, -16, 6, 8
4YVsA, O, 4, 6, 6, 8
HEPJv, B, 5, -14, 6, 8
4YVsA, O, 4, 6, 6, 8
HEPJv, R, 5, -25, 6, 8
4YVsA, O, 4, 6, 6, 8
HEPJv, Y, 5, -16, 6, 8
4YVsA, O, 4, 6, 6, 8
HsqqQ, B, 5, -14, 6, 8
4YVsA, O, 4, 6, 6, 8
HsqqQ, G, 5, 6, 6, 8
4YVsA, O, 4, 6, 6, 8
HsqqQ, R, 5, -25, 6, 8
4YVsA, O, 4, 6, 6, 8
HsqqQ, Y, 5, -16, 6, 8
4YVsA, O, 4, 6, 6, 8
SQWho, G, 5, 6, 6, 8
4YVsA, O, 4, 6, 6, 8
SQWho, O, 5, -3, 6, 8
4YVsA, O, 4, 6, 6, 8
SQWho, Y, 5, -16, 6, 8
4YVsA, O, 4, 6, 6, 8
Vl2tc, B, 5, -14, 6, 8
4YVsA, O, 4, 6, 6, 8
Vl2tc, G, 5, 6, 6, 8
4YVsA, O, 4, 6, 6, 8
Vl2tc, O, 5, -3, 6, 8
4YVsA, O, 4, 6, 6, 8
Vl2tc, Y, 5, -16, 6, 8
4YVsA, O, 4, 6, 6, 8
eF3Ka, B, 5, -14, 6, 8
4YVsA, O, 4, 6, 6, 8
eF3Ka, G, 5, 6, 6, 8
4YVsA, O, 4, 6, 6, 8
eF3Ka, R, 5, -25, 6, 8
4YVsA, O, 4, 6, 6, 8
eF3Ka, Y, 5, -16, 6, 8
4YVsA, O, 4, 6, 6, 8
mLfXv, B, 5, -14, 6, 8
4YVsA, O, 4, 6, 6, 8
mLfXv, O, 5, -3, 6, 8
4YVsA, O, 4, 6, 6, 8
mLfXv, R, 5, -25, 6, 8
4YVsA, O, 4, 6, 6, 8
mLfXv, Y, 5, -16, 6, 8
4YVsA, O, 4, 6, 6, 8
opBSg, B, 5, -14, 6, 8
4YVsA, O, 4, 6, 6, 8
opBSg, O, 5, -3, 6, 8
4YVsA, O, 4, 6, 6, 8
opBSg, R, 5, -25, 6, 8
4YVsA, O, 4, 6, 6, 8
opBSg, Y, 5, -16, 6, 8
4YVsA, O, 4, 6, 6, 8
rhdE5, B, 5, -14, 6, 8
4YVsA, O, 4, 6, 6, 8
rhdE5, O, 5, -3, 6, 8
4YVsA, O, 4, 6, 6, 8
rhdE5, R, 5, -25, 6, 8
4YVsA, O, 4, 6, 6, 8
rhdE5, Y, 5, -16, 6, 8
4YVsA, O, 4, 6, 6, 8
ZqkG6, G, 3, 6, 6, 8
2L3t2, O, 2, 6, 6, 8
ZqkG6, O, 3, inf, 6, 8
4UJ6B, B, 4, -inf, 6, 8
4YVsA, G, 5, 30, 6, 8
4UJ6B, B, 4, 30, 6, 8
ZqkG6, O, 3, 30, 6, 8
4UJ6B, R, 4, -inf, 6, 8
4YVsA, G, 5, 10, 6, 8
4UJ6B, R, 4, 10, 6, 8
ZqkG6, O, 3, 10, 6, 8
4UJ6B, Y, 4, -inf, 6, 8
4YVsA, G, 5, 30, 6, 8
4UJ6B, Y, 4, 30, 6, 8
ZqkG6, O, 3, 10, 6, 8
4YVsA, G, 4, -inf, 6, 8
4UJ6B, B, 5, -21, 6, 8
4YVsA, G, 4, -21, 6, 8
4UJ6B, R, 5, -32, 6, 8
4YVsA, G, 4, -21, 6, 8
4UJ6B, Y, 5, -23, 6, 8
4YVsA, G, 4, -21, 6, 8
4p8dS, B, 5, -21, 6, 8
4YVsA, G, 4, -21, 6, 8
4p8dS, G, 5, -1, 6, 8
4YVsA, G, 4, -1, 6, 8
4p8dS, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
4p8dS, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
66q9x, B, 5, -21, 6, 8
4YVsA, G, 4, -1, 6, 8
66q9x, O, 5, -10, 6, 8
4YVsA, G, 4, -1, 6, 8
66q9x, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
66q9x, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
EfAlJ, B, 5, -21, 6, 8
4YVsA, G, 4, -1, 6, 8
EfAlJ, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
EfAlJ, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
HEPJv, B, 5, -21, 6, 8
4YVsA, G, 4, -1, 6, 8
HEPJv, O, 5, -10, 6, 8
4YVsA, G, 4, -1, 6, 8
HEPJv, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
HEPJv, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
HsqqQ, B, 5, -21, 6, 8
4YVsA, G, 4, -1, 6, 8
HsqqQ, G, 5, -1, 6, 8
4YVsA, G, 4, -1, 6, 8
HsqqQ, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
HsqqQ, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
SQWho, G, 5, -1, 6, 8
4YVsA, G, 4, -1, 6, 8
SQWho, O, 5, -10, 6, 8
4YVsA, G, 4, -1, 6, 8
SQWho, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
Vl2tc, B, 5, -21, 6, 8
4YVsA, G, 4, -1, 6, 8
Vl2tc, G, 5, -1, 6, 8
4YVsA, G, 4, -1, 6, 8
Vl2tc, O, 5, -10, 6, 8
4YVsA, G, 4, -1, 6, 8
Vl2tc, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
eF3Ka, B, 5, -21, 6, 8
4YVsA, G, 4, -1, 6, 8
eF3Ka, O, 5, -10, 6, 8
4YVsA, G, 4, -1, 6, 8
eF3Ka, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
eF3Ka, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
mLfXv, B, 5, -21, 6, 8
4YVsA, G, 4, -1, 6, 8
mLfXv, G, 5, -1, 6, 8
4YVsA, G, 4, -1, 6, 8
mLfXv, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
mLfXv, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
opBSg, B, 5, -21, 6, 8
4YVsA, G, 4, -1, 6, 8
opBSg, O, 5, -10, 6, 8
4YVsA, G, 4, -1, 6, 8
opBSg, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
opBSg, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
rhdE5, B, 5, -21, 6, 8
4YVsA, G, 4, -1, 6, 8
rhdE5, O, 5, -10, 6, 8
4YVsA, G, 4, -1, 6, 8
rhdE5, R, 5, -32, 6, 8
4YVsA, G, 4, -1, 6, 8
rhdE5, Y, 5, -23, 6, 8
4YVsA, G, 4, -1, 6, 8
ZqkG6, O, 3, -1, 6, 8
2L3t2, O, 2, 6, 6, 8
ZqkG6, R, 3, inf, 6, 8
4UJ6B, B, 4, -inf, 6, 8
4YVsA, G, 5, 8, 6, 8
4UJ6B, B, 4, 8, 6, 8
ZqkG6, R, 3, 8, 6, 8
4UJ6B, R, 4, -inf, 6, 8
4YVsA, G, 5, -12, 6, 8
4UJ6B, R, 4, -12, 6, 8
4YVsA, O, 5, -21, 6, 8
4UJ6B, R, 4, -12, 6, 8
4YVsA, R, 5, -43, 6, 8
4UJ6B, R, 4, -12, 6, 8
4YVsA, Y, 5, -34, 6, 8
4UJ6B, R, 4, -12, 6, 8
4p8dS, B, 5, -32, 6, 8
4UJ6B, R, 4, -12, 6, 8
4p8dS, G, 5, -12, 6, 8
4UJ6B, R, 4, -12, 6, 8
4p8dS, O, 5, -21, 6, 8
4UJ6B, R, 4, -12, 6, 8
4p8dS, Y, 5, -34, 6, 8
4UJ6B, R, 4, -12, 6, 8
66q9x, B, 5, -32, 6, 8
4UJ6B, R, 4, -12, 6, 8
66q9x, O, 5, -21, 6, 8
4UJ6B, R, 4, -12, 6, 8
66q9x, Y, 5, -34, 6, 8
4UJ6B, R, 4, -12, 6, 8
EfAlJ, B, 5, -32, 6, 8
4UJ6B, R, 4, -12, 6, 8
EfAlJ, G, 5, -12, 6, 8
4UJ6B, R, 4, -12, 6, 8
EfAlJ, R, 5, -43, 6, 8
4UJ6B, R, 4, -12, 6, 8
EfAlJ, Y, 5, -34, 6, 8
4UJ6B, R, 4, -12, 6, 8
HEPJv, B, 5, -32, 6, 8
4UJ6B, R, 4, -12, 6, 8
HEPJv, O, 5, -21, 6, 8
4UJ6B, R, 4, -12, 6, 8
HEPJv, Y, 5, -34, 6, 8
4UJ6B, R, 4, -12, 6, 8
HsqqQ, B, 5, -32, 6, 8
4UJ6B, R, 4, -12, 6, 8
HsqqQ, G, 5, -12, 6, 8
4UJ6B, R, 4, -12, 6, 8
HsqqQ, R, 5, -43, 6, 8
4UJ6B, R, 4, -12, 6, 8
HsqqQ, Y, 5, -34, 6, 8
4UJ6B, R, 4, -12, 6, 8
SQWho, G, 5, -12, 6, 8
4UJ6B, R, 4, -12, 6, 8
SQWho, O, 5, -21, 6, 8
4UJ6B, R, 4, -12, 6, 8
SQWho, Y, 5, -34, 6, 8
4UJ6B, R, 4, -12, 6, 8
Vl2tc, B, 5, -32, 6, 8
4UJ6B, R, 4, -12, 6, 8
Vl2tc, G, 5, -12, 6, 8
4UJ6B, R, 4, -12, 6, 8
Vl2tc, O, 5, -21, 6, 8
4UJ6B, R, 4, -12, 6, 8
Vl2tc, Y, 5, -34, 6, 8
4UJ6B, R, 4, -12, 6, 8
mLfXv, B, 5, -32, 6, 8
4UJ6B, R, 4, -12, 6, 8
mLfXv, G, 5, -12, 6, 8
4UJ6B, R, 4, -12, 6, 8
mLfXv, O, 5, -21, 6, 8
4UJ6B, R, 4, -12, 6, 8
mLfXv, Y, 5, -34, 6, 8
4UJ6B, R, 4, -12, 6, 8
opBSg, B, 5, -32, 6, 8
4UJ6B, R, 4, -12, 6, 8
opBSg, O, 5, -21, 6, 8
4UJ6B, R, 4, -12, 6, 8
opBSg, R, 5, -43, 6, 8
4UJ6B, R, 4, -12, 6, 8
opBSg, Y, 5, -34, 6, 8
4UJ6B, R, 4, -12, 6, 8
rhdE5, B, 5, -32, 6, 8
4UJ6B, R, 4, -12, 6, 8
rhdE5, O, 5, -21, 6, 8
4UJ6B, R, 4, -12, 6, 8
rhdE5, R, 5, -43, 6, 8
4UJ6B, R, 4, -12, 6, 8
rhdE5, Y, 5, -34, 6, 8
4UJ6B, R, 4, -12, 6, 8
ZqkG6, R, 3, -12, 6, 8
2L3t2, O, 2, 6, 6, 8
ZqkG6, Y, 3, inf, 6, 8
4UJ6B, B, 4, -inf, 6, 8
4YVsA, G, 5, 17, 6, 8
4UJ6B, B, 4, 17, 6, 8
ZqkG6, Y, 3, 17, 6, 8
4UJ6B, R, 4, -inf, 6, 8
4YVsA, G, 5, -3, 6, 8
4UJ6B, R, 4, -3, 6, 8
4YVsA, O, 5, -12, 6, 8
4UJ6B, R, 4, -3, 6, 8
4YVsA, R, 5, -34, 6, 8
4UJ6B, R, 4, -3, 6, 8
4YVsA, Y, 5, -25, 6, 8
4UJ6B, R, 4, -3, 6, 8
4p8dS, B, 5, -23, 6, 8
4UJ6B, R, 4, -3, 6, 8
4p8dS, G, 5, -3, 6, 8
4UJ6B, R, 4, -3, 6, 8
4p8dS, O, 5, -12, 6, 8
4UJ6B, R, 4, -3, 6, 8
66q9x, B, 5, -23, 6, 8
4UJ6B, R, 4, -3, 6, 8
66q9x, O, 5, -12, 6, 8
4UJ6B, R, 4, -3, 6, 8
66q9x, Y, 5, -25, 6, 8
4UJ6B, R, 4, -3, 6, 8
EfAlJ, B, 5, -23, 6, 8
4UJ6B, R, 4, -3, 6, 8
EfAlJ, G, 5, -3, 6, 8
4UJ6B, R, 4, -3, 6, 8
EfAlJ, R, 5, -34, 6, 8
4UJ6B, R, 4, -3, 6, 8
EfAlJ, Y, 5, -25, 6, 8
4UJ6B, R, 4, -3, 6, 8
HEPJv, B, 5, -23, 6, 8
4UJ6B, R, 4, -3, 6, 8
HEPJv, O, 5, -12, 6, 8
4UJ6B, R, 4, -3, 6, 8
HEPJv, Y, 5, -25, 6, 8
4UJ6B, R, 4, -3, 6, 8
HsqqQ, B, 5, -23, 6, 8
4UJ6B, R, 4, -3, 6, 8
HsqqQ, G, 5, -3, 6, 8
4UJ6B, R, 4, -3, 6, 8
HsqqQ, R, 5, -34, 6, 8
4UJ6B, R, 4, -3, 6, 8
HsqqQ, Y, 5, -25, 6, 8
4UJ6B, R, 4, -3, 6, 8
SQWho, G, 5, -3, 6, 8
4UJ6B, R, 4, -3, 6, 8
SQWho, O, 5, -12, 6, 8
4UJ6B, R, 4, -3, 6, 8
SQWho, Y, 5, -25, 6, 8
4UJ6B, R, 4, -3, 6, 8
Vl2tc, B, 5, -23, 6, 8
4UJ6B, R, 4, -3, 6, 8
Vl2tc, G, 5, -3, 6, 8
4UJ6B, R, 4, -3, 6, 8
Vl2tc, O, 5, -12, 6, 8
4UJ6B, R, 4, -3, 6, 8
Vl2tc, Y, 5, -25, 6, 8
4UJ6B, R, 4, -3, 6, 8
mLfXv, B, 5, -23, 6, 8
4UJ6B, R, 4, -3, 6, 8
mLfXv, G, 5, -3, 6, 8
4UJ6B, R, 4, -3, 6, 8
mLfXv, O, 5, -12, 6, 8
4UJ6B, R, 4, -3, 6, 8
opBSg, B, 5, -23, 6, 8
4UJ6B, R, 4, -3, 6, 8
opBSg, O, 5, -12, 6, 8
4UJ6B, R, 4, -3, 6, 8
opBSg, R, 5, -34, 6, 8
4UJ6B, R, 4, -3, 6, 8
opBSg, Y, 5, -25, 6, 8
4UJ6B, R, 4, -3, 6, 8
rhdE5, B, 5, -23, 6, 8
4UJ6B, R, 4, -3, 6, 8
rhdE5, O, 5, -12, 6, 8
4UJ6B, R, 4, -3, 6, 8
rhdE5, R, 5, -34, 6, 8
4UJ6B, R, 4, -3, 6, 8
rhdE5, Y, 5, -25, 6, 8
4UJ6B, R, 4, -3, 6, 8
ZqkG6, Y, 3, -3, 6, 8
2L3t2, O, 2, 6, 6, 8
opBSg, B, 3, inf, 6, 8
3cY4M, G, 4, -inf, 6, 8
4UJ6B, B, 5, -32, 6, 8
3cY4M, G, 4, -32, 6, 8
4UJ6B, R, 5, -43, 6, 8
3cY4M, G, 4, -32, 6, 8
4UJ6B, Y, 5, -34, 6, 8
3cY4M, G, 4, -32, 6, 8
4YVsA, G, 5, -12, 6, 8
3cY4M, G, 4, -12, 6, 8
4YVsA, O, 5, -21, 6, 8
3cY4M, G, 4, -12, 6, 8
4YVsA, R, 5, -43, 6, 8
3cY4M, G, 4, -12, 6, 8
4YVsA, Y, 5, -34, 6, 8
3cY4M, G, 4, -12, 6, 8
4p8dS, G, 5, -12, 6, 8
3cY4M, G, 4, -12, 6, 8
4p8dS, O, 5, -21, 6, 8
3cY4M, G, 4, -12, 6, 8
4p8dS, R, 5, -43, 6, 8
3cY4M, G, 4, -12, 6, 8
4p8dS, Y, 5, -34, 6, 8
3cY4M, G, 4, -12, 6, 8
66q9x, B, 5, -32, 6, 8
3cY4M, G, 4, -12, 6, 8
66q9x, O, 5, -21, 6, 8
3cY4M, G, 4, -12, 6, 8
66q9x, R, 5, -43, 6, 8
3cY4M, G, 4, -12, 6, 8
66q9x, Y, 5, -34, 6, 8
3cY4M, G, 4, -12, 6, 8
EfAlJ, B, 5, -32, 6, 8
3cY4M, G, 4, -12, 6, 8
EfAlJ, R, 5, -43, 6, 8
3cY4M, G, 4, -12, 6, 8
EfAlJ, Y, 5, -34, 6, 8
3cY4M, G, 4, -12, 6, 8
HEPJv, B, 5, -32, 6, 8
3cY4M, G, 4, -12, 6, 8
HEPJv, O, 5, -21, 6, 8
3cY4M, G, 4, -12, 6, 8
HEPJv, R, 5, -43, 6, 8
3cY4M, G, 4, -12, 6, 8
HEPJv, Y, 5, -34, 6, 8
3cY4M, G, 4, -12, 6, 8
HsqqQ, B, 5, -32, 6, 8
3cY4M, G, 4, -12, 6, 8
HsqqQ, G, 5, -12, 6, 8
3cY4M, G, 4, -12, 6, 8
HsqqQ, R, 5, -43, 6, 8
3cY4M, G, 4, -12, 6, 8
HsqqQ, Y, 5, -34, 6, 8
3cY4M, G, 4, -12, 6, 8
SQWho, O, 5, -21, 6, 8
3cY4M, G, 4, -12, 6, 8
SQWho, Y, 5, -34, 6, 8
3cY4M, G, 4, -12, 6, 8
Vl2tc, B, 5, -32, 6, 8
3cY4M, G, 4, -12, 6, 8
Vl2tc, G, 5, -12, 6, 8
3cY4M, G, 4, -12, 6, 8
Vl2tc, O, 5, -21, 6, 8
3cY4M, G, 4, -12, 6, 8
